Headquarters Location ,Operating Status,Founded Date,Number of Founders,Success,Founder
 Texas,1,2015,2,0,0
 United Kingdom,1,2013,3,0,1
 Germany,1,2015,1,0,1
 Texas,1,2015,2,0,1
 New York,1,2012,2,0,1
 California,1,2010,3,0,1
0,1,2010,0,0,1
 Pennsylvania,1,2014,3,0,1
 New York,1,2012,2,0,1
 California,1,2010,3,0,1
0,1,2010,0,0,1
 Pennsylvania,1,2014,3,0,1
 New York,1,2012,2,0,1
 California,1,2010,3,0,1
0,1,2010,0,0,1
 Pennsylvania,1,2014,3,0,1
 California,1,2009,2,1,1
 California,1,2009,2,1,1
 New York,1,2013,2,0,1
 New York,1,2013,2,0,1
 California,1,2011,4,1,1
 California,1,2011,4,1,1
 California,1,2011,4,1,1
 New York,1,2010,3,1,1
 New York,1,2010,3,1,1
 New York,1,2010,3,1,1
 Brazil,1,2015,1,0,1
 Hong Kong,1,2017,3,0,1
 Hong Kong,1,2017,3,0,1
 Hong Kong,1,2017,3,0,1
 New York,1,2013,5,0,1
 New York,1,2013,5,0,1
 New York,1,2013,5,0,1
 California,1,2009,2,1,1
 Georgia,1,2009,3,1,1
 Georgia,1,2009,3,1,1
 Canada,1,2012,1,1,1
 California,1,2011,3,0,1
 California,1,2011,3,0,1
 California,1,2011,3,0,1
 California,1,2009,1,1,1
 California,1,2009,1,1,0
 California,1,2015,3,0,1
 California,1,2015,3,0,1
 India,1,2013,2,1,1
 India,1,2013,2,1,1
 Brazil,1,2013,3,0,1
 Brazil,1,2013,3,0,1
 Brazil,1,2013,3,0,1
 California,1,2009,3,1,1
 California,1,2009,3,1,1
 California,1,2009,3,1,1
 California,1,2013,4,1,1
 California,1,2013,4,1,1
 California,1,2013,4,1,1
 California,1,2012,2,1,1
 California,1,2012,2,1,1
 Illinois,1,2012,3,0,1
 California,1,2014,2,1,1
 California,1,2014,2,1,1
 New York,1,2013,2,0,1
 New York,1,2013,2,0,1
 California,1,2014,2,0,1
 California,1,2014,2,0,1
 California,1,2014,2,0,1
 California,1,2014,2,0,1
 California,1,2009,1,1,0
 New York,1,2005,2,1,1
 California,0,2013,2,1,1
 California,1,2009,2,1,1
 California,1,2009,2,1,1
 Philippines,1,2012,3,0,1
 India,1,2013,1,1,1
 New York,1,2014,3,0,1
 Utah,1,2011,3,1,1
 Utah,1,2011,3,1,1
 Utah,1,2011,3,1,1
 California,1,2013,2,0,1
 California,1,2013,2,0,1
 United Arab Emirates,1,2011,3,1,1
 United Arab Emirates,1,2011,3,1,1
 China,1,2004,1,1,1
 California,1,2010,3,1,1
 California,1,2010,3,1,1
 California,1,2012,1,1,1
 Michigan,1,2006,1,1,1
 United Kingdom,1,2011,1,1,1
 California,1,2013,2,1,1
 California,1,2013,2,1,1
 United Kingdom,1,2014,3,0,1
 New York,1,2011,2,1,1
 New York,1,2011,2,1,1
 California,1,2015,1,0,1
 California,1,2003,1,0,1
 Illinois,1,2015,3,0,1
 California,1,2015,1,0,1
 California,1,2003,1,0,1
 Illinois,1,2015,3,0,1
 United Kingdom,1,2013,3,0,1
 United Kingdom,1,2013,3,0,1
 United Kingdom,1,2013,3,0,1
 California,1,2004,2,1,0
 California,1,2012,2,0,1
 California,1,2012,2,0,1
 California,1,2014,1,0,0
 Germany,1,2016,2,0,1
 Germany,1,2016,2,0,1
 Massachusetts,1,2015,3,0,1
 California,1,2014,2,0,1
 Switzerland,1,2007,2,1,1
 California,1,2012,2,1,1
 New York,1,2012,3,1,1
 New York,1,2012,3,1,1
 California,1,2014,2,1,1
 California,1,2014,2,1,1
 New York,1,2009,2,1,1
 New York,1,2009,2,1,1
 California,0,2013,2,0,1
 California,1,2015,2,0,1
 California,0,2013,2,0,1
 California,1,2015,2,0,1
 California,0,2013,2,0,1
 California,1,2015,2,0,1
 California,1,2006,3,1,1
 California,1,2006,3,1,1
 California,1,2009,3,1,1
 California,1,2009,3,1,1
 Massachusetts,1,1999,1,1,1
 California,1,2016,2,0,1
 California,1,2016,2,0,1
 Massachusetts,1,2015,1,1,1
 California,1,2011,3,0,1
 California,1,2011,3,1,1
 United Kingdom,1,2003,2,0,1
 California,1,2013,2,1,1
 California,1,2013,2,1,1
 New York,1,2007,1,1,1
 California,1,2011,4,1,1
 California,1,2011,4,1,1
 California,1,2011,4,1,1
 California,1,2011,4,1,1
 California,1,2011,4,1,1
 California,1,2011,4,1,1
 California,1,2011,4,1,1
 California,1,2011,4,1,1
 California,1,2012,1,0,1
 Norway,1,2012,3,1,1
 Norway,1,2012,3,1,1
 Norway,1,2012,3,1,1
 California,1,2015,2,0,1
 California,1,2015,2,0,1
 New York,1,2013,4,1,1
 New York,1,2013,4,1,1
 Massachusetts,1,1999,2,1,1
 Massachusetts,1,1999,2,1,1
 Massachusetts,1,1999,2,1,1
 California,1,2008,1,1,1
 California,1,2013,4,0,1
 California,1,2016,2,0,1
 California,1,2016,2,0,1
 California,1,2012,2,1,1
 California,1,2012,2,1,1
 California,1,2011,3,0,1
 California,1,2011,3,0,1
 California,1,2011,3,0,1
 California,1,2011,1,0,1
 New York,1,2015,2,0,1
 New York,1,2015,2,0,1
 Germany,1,2011,6,0,1
 California,1,2014,3,0,1
 California,1,2014,3,0,1
 California,1,2014,3,0,1
 California,1,2013,2,1,1
 California,1,2013,2,1,1
 New York,1,2013,2,0,1
 California,1,2011,3,1,1
 California,1,2011,3,1,1
 California,1,2015,4,0,1
 Africa,1,2016,2,1,1
 New York,1,2011,1,0,1
 United Kingdom,1,2013,2,1,1
 United Kingdom,1,2013,2,1,1
 California,1,2012,4,1,1
 California,1,2012,4,1,1
 California,1,2012,4,1,1
 California,1,2007,2,1,1
 California,1,2007,2,1,1
 New York,1,2011,2,1,1
 New York,1,2011,2,1,1
 China,1,2012,2,1,1
 China,1,2012,2,1,1
 North America,1,0,2,0,1
 North America,1,0,2,0,1
 California,1,2014,4,1,1
 California,1,2014,4,1,1
 California,1,2014,4,1,1
 California,1,2007,3,1,1
 California,1,2007,3,1,1
 California,1,2014,3,1,0
 California,1,2014,3,1,1
 California,1,2014,3,1,1
 Massachusetts,1,2014,2,0,1
 California,1,2014,2,1,1
 California,1,2014,2,1,1
 Hong Kong,1,2003,1,0,1
 California,1,1979,2,0,1
 California,1,1979,2,0,1
 United Kingdom,1,2013,3,0,1
 United Kingdom,1,2013,3,0,1
 Georgia,1,2014,3,1,1
 Georgia,1,2014,3,1,1
 Georgia,1,2014,3,1,1
 Washington,1,1998,1,1,1
 Asia,1,2015,2,0,1
 United Kingdom,1,2016,1,0,1
 Illinois,1,2001,2,1,1
 Illinois,1,2001,2,1,1
 New York,1,2012,5,1,0
 New York,1,2012,5,1,1
 California,0,2010,1,0,1
 Indonesia,1,2014,2,0,0
 Indonesia,1,2014,2,0,0
 New York,1,2014,3,1,1
 New York,1,2014,3,1,1
 New York,1,2014,3,1,1
 California,1,2016,3,0,1
 California,1,2014,2,1,0
 California,1,2014,2,1,1
 Arizona,1,2015,1,1,1
 United Kingdom,1,2014,2,0,1
 United Kingdom,1,2014,2,0,1
 United Kingdom,1,2014,2,0,1
 New York,1,2005,3,1,1
 California,1,2013,5,0,1
 California,1,2013,5,0,0
 California,1,2013,5,0,1
 California,1,2013,5,0,1
 California,1,2013,3,0,1
 California,1,2013,3,0,1
 California,1,2013,3,0,1
 Spain,1,2010,1,0,1
 Canada,1,2005,2,1,1
 Canada,1,2005,2,1,0
 Texas,1,2015,1,0,1
 Massachusetts,1,2006,2,1,1
 South Korea,1,2010,1,1,1
 India,1,2011,2,1,1
 India,1,2011,2,1,1
 India,1,2011,2,1,0
 Massachusetts,1,2010,2,1,1
 Massachusetts,1,2010,2,1,1
 California,1,2015,3,1,1
 California,1,2015,3,1,1
 California,1,2015,3,1,1
 Poland,1,2011,3,1,0
 Poland,1,2011,3,1,1
 California,1,2011,3,1,1
 California,1,2010,3,1,1
 California,1,2010,3,1,1
 California,1,2010,3,1,1
 Singapore,1,2012,3,1,1
 Singapore,1,2012,3,1,1
 Singapore,1,2012,3,1,1
 Massachusetts,1,2012,1,1,1
 France,1,2015,1,1,1
 California,1,2013,4,0,1
 California,1,2015,2,0,1
 California,1,2013,4,0,1
 California,1,2015,2,0,1
 California,1,2013,4,0,1
 California,1,2015,2,0,1
 California,1,2013,4,0,1
 California,1,2015,2,0,1
 California,1,2013,4,0,1
 California,1,2015,2,0,1
 California,1,2013,4,0,1
 California,1,2015,2,0,1
 New York,1,2011,4,1,1
 New York,1,2011,4,1,1
 New York,1,2011,4,1,1
 New York,1,2011,3,1,1
 California,1,2009,1,1,0
 Massachusetts,1,2008,1,1,1
 California,1,2010,1,1,0
 United Kingdom,1,2012,3,0,1
 Pennsylvania,1,2011,1,0,1
 United Kingdom,1,2012,3,0,1
 Pennsylvania,1,2011,1,0,1
 United Kingdom,1,2012,3,0,1
 Pennsylvania,1,2011,1,0,1
 California,1,2007,2,1,1
 California,1,2016,2,0,1
 California,1,2016,2,0,1
 Canada,1,2011,3,1,1
 Canada,1,2011,3,1,1
 United Kingdom,1,2015,2,0,1
 United Kingdom,1,2015,2,0,1
 Arizona,1,2010,2,1,1
 California,1,2010,2,0,1
0,1,2015,2,0,1
 California,1,2010,2,0,1
0,1,2015,2,0,1
 California,1,2005,3,1,0
 California,1,2005,3,1,1
 California,1,2010,1,1,1
 California,1,2013,3,0,1
 Texas,1,2016,2,0,1
 California,1,2015,3,0,1
 California,1,2013,3,0,1
 Texas,1,2016,2,0,1
 California,1,2015,3,0,1
 California,1,2013,3,0,1
 Texas,1,2016,2,0,1
 California,1,2015,3,0,1
 California,1,2013,3,0,1
 Texas,1,2016,2,0,1
 California,1,2015,3,0,1
 California,1,2013,3,0,0
 Texas,1,2016,2,0,0
 California,1,2015,3,0,0
 California,1,2013,3,0,0
 Texas,1,2016,2,0,0
 California,1,2015,3,0,0
 California,1,2011,1,1,1
 India,1,2014,2,0,1
 India,1,2014,2,0,1
 New York,1,2012,2,1,1
 New York,1,2012,2,1,1
 California,1,2006,1,1,1
 California,1,2013,1,0,1
 California,0,2011,3,1,1
 North America,1,2012,1,1,1
 California,1,2004,1,1,1
 California,1,2013,3,1,1
 California,1,2013,3,1,1
 California,1,2013,3,1,1
 Illinois,1,2012,1,1,1
 Canada,1,2012,1,1,0
 United Kingdom,1,2015,1,0,1
 New York,1,2014,2,0,1
 California,1,2013,3,1,1
 California,1,2013,3,1,0
 United Kingdom,1,2015,4,0,1
 United Kingdom,1,2015,4,0,1
 California,1,2002,1,1,1
 California,1,2012,4,1,1
 California,1,2012,4,1,1
 Israel,1,2006,3,1,1
 Israel,1,2006,3,1,1
 Israel,1,2006,3,1,1
 California,1,2013,2,1,1
 California,1,2013,2,1,1
 Asia,1,2015,3,1,1
 California,1,2011,2,1,1
 California,1,2011,2,1,1
 India,1,2015,1,0,1
 California,1,2014,2,0,1
 California,1,2014,2,0,1
 California,1,1994,1,1,1
 California,1,1994,1,1,1
 California,1,2012,2,1,1
 California,1,2010,3,1,1
 California,1,2010,3,1,1
 California,1,2010,3,1,1
 Massachusetts,1,2011,2,1,1
 Massachusetts,1,2011,2,1,1
 Massachusetts,1,2011,2,1,1
 India,1,2016,0,0,0
 Texas,1,2004,1,0,1
 California,1,2011,2,0,1
 California,1,2011,2,0,1
 United Kingdom,1,2012,2,0,1
 United Kingdom,1,2012,2,0,1
 California,1,2010,2,1,1
 California,1,2010,2,1,1
 Illinois,1,2012,5,1,1
 Illinois,1,2012,5,1,1
 Illinois,1,2012,5,1,1
 Illinois,1,2012,5,1,1
 France,0,2012,2,1,1
 France,0,2012,2,1,1
 France,0,2012,2,1,1
 Canada,1,2011,2,1,1
 Canada,1,2011,2,1,1
 California,1,2008,2,1,1
 Canada,1,2005,2,1,1
 Canada,1,2005,2,1,1
 Canada,1,2005,2,1,1
 California,1,2011,2,1,1
 New York,1,2007,2,1,1
 California,1,2013,2,1,0
 California,1,2013,2,1,1
 Massachusetts,1,2012,3,1,1
 Massachusetts,1,2012,3,1,1
 Massachusetts,1,2012,3,1,1
 California,1,2013,2,1,1
 California,1,2013,2,1,1
 New York,1,2007,3,1,1
 New York,1,2007,3,1,1
 China,1,2014,6,1,1
 China,1,2014,6,1,1
 China,1,2014,6,1,1
 California,1,2011,2,1,0
 California,1,2011,2,1,1
 California,1,2011,2,1,1
 New York,1,2011,2,1,1
 California,1,0,2,0,1
 California,1,2012,3,1,0
 California,1,2012,3,1,1
 Australia,1,2016,1,0,1
 United Kingdom,1,2015,1,0,1
 California,1,2014,2,0,1
 California,1,2012,4,0,1
 California,1,2012,4,0,1
 California,1,2012,4,0,1
 California,1,2012,4,0,1
 California,1,2011,1,0,1
 Germany,1,1995,1,1,1
 Massachusetts,1,2008,2,1,1
 Massachusetts,1,2008,2,1,1
 California,1,2014,3,1,1
 California,1,2014,3,1,1
 California,1,2014,3,1,1
 California,1,2013,2,1,1
 California,1,2013,2,1,1
 California,1,2007,1,1,1
 California,1,2013,5,0,1
 California,1,2013,5,0,1
 California,1,2013,5,0,1
 California,1,2013,5,0,1
 Canada,1,2007,3,1,1
 Canada,1,2007,3,1,1
 Canada,1,2007,3,1,1
 New York,1,2011,1,1,0
 Portugal,1,2013,1,0,1
 India,1,2010,4,1,1
 India,1,2010,4,1,1
 India,1,2010,4,1,1
 India,1,2010,4,1,1
 California,1,2012,3,1,1
 California,1,2011,3,0,1
 California,1,2011,3,0,1
 New York,1,2005,2,1,1
 California,1,2012,2,1,1
 California,1,2012,2,1,1
 Washington,1,2010,4,1,1
 Washington,1,2010,4,1,1
 Washington,1,2010,4,1,1
 Washington,1,2010,4,1,1
 California,1,2011,2,1,1
 Washington,1,2014,3,1,1
 Washington,1,2014,3,1,1
 California,1,2014,5,0,1
 California,1,2014,5,0,1
 California,1,2014,5,0,1
 Canada,1,2014,1,0,1
 California,1,2012,2,1,1
 California,1,2012,2,1,1
 New York,1,1998,2,1,1
 New York,1,1998,2,1,1
 United Kingdom,0,2017,0,0,1
 United Kingdom,0,2017,0,0,1
 Rhode Island,1,2011,2,0,1
 Rhode Island,1,2011,2,0,1
 California,1,2016,1,0,1
 California,1,2012,3,1,1
 California,1,2012,3,1,1
 California,1,2012,3,1,1
 California,1,2013,7,1,1
 California,1,2013,7,1,1
 California,1,2013,7,1,1
 California,1,2013,7,1,1
 California,1,2013,7,1,1
 California,1,2013,7,1,1
 California,1,2007,3,1,0
 New York,1,2013,3,1,1
 New York,1,2013,3,0,1
 California,1,2011,2,0,1
 California,1,2011,2,0,1
 Massachusetts,1,2014,4,0,0
 California,1,2010,2,1,0
 California,1,2010,2,1,1
 California,1,2008,3,1,1
 California,1,2008,3,1,1
 California,1,2009,3,1,1
 California,1,2009,3,1,1
 California,1,2012,3,1,1
 United Kingdom,1,2016,2,0,1
 California,1,2013,2,1,1
 California,1,2013,2,1,1
 Florida,1,2012,2,1,1
 California,1,2006,2,1,1
 United Kingdom,1,2000,4,1,0
 United Kingdom,1,2000,4,1,1
 United Kingdom,1,2000,4,1,1
 United Kingdom,1,2000,4,1,1
 New York,1,2009,1,1,1
 Germany,1,2010,3,1,1
 Germany,1,2010,3,1,1
 California,1,2006,2,1,0
 California,1,2009,3,1,1
 California,1,2009,3,1,1
 California,1,2013,2,0,1
 California,1,2012,2,1,1
 California,1,2012,2,1,1
 South Carolina,1,2000,3,1,1
 South Carolina,1,2000,3,1,1
 South Carolina,1,2000,3,1,1
 Canada,1,2007,5,1,1
 Canada,1,2007,5,1,1
 Canada,1,2007,5,1,1
 Canada,1,2007,5,1,1
 Canada,1,2007,5,1,1
 Brazil,1,2010,3,1,1
 Brazil,1,2010,3,1,1
 Brazil,1,2010,3,1,1
 California,1,2016,2,0,1
 California,1,2016,2,0,1
 United Kingdom,1,2013,3,0,1
 New York,1,2014,2,1,1
 California,1,2011,3,1,1
 New York,1,2014,2,1,1
 California,1,2011,3,1,1
 California,1,2014,2,0,1
 Utah,1,1983,2,1,0
 California,1,2012,2,1,1
 Massachusetts,1,2006,3,1,1
 New York,1,2014,2,1,1
 New York,1,2014,2,1,1
 Michigan,1,2010,2,1,1
 Michigan,1,2010,2,1,1
 Israel,1,2007,2,1,1
 Israel,1,2007,2,1,1
 Israel,1,2007,2,1,1
 India,1,2013,2,1,1
 India,1,2013,2,1,1
 New York,1,2012,1,0,1
 India,1,2015,1,0,1
 California,1,2009,1,1,0
 California,1,2009,1,1,1
 California,1,2014,2,0,1
 California,1,2014,2,0,1
 Asia,1,2014,6,0,1
 Asia,1,2014,6,0,1
 Asia,1,2014,6,0,1
 Asia,1,2014,6,0,1
 New York,1,2015,1,0,1
 New York,1,2015,1,0,1
 California,1,2016,3,0,1
 California,1,2016,3,0,1
 California,1,2016,3,0,1
 New York,1,2015,2,0,0
 New York,1,2015,2,0,0
0,1,2012,3,0,1
 California,1,2008,2,1,1
 California,1,2012,4,1,1
 California,1,2012,4,1,1
 California,1,2012,4,1,1
 California,1,2012,4,1,1
 Georgia,1,2013,1,0,1
 California,1,2017,4,1,1
 California,1,2017,4,1,1
 California,1,2017,4,1,1
 California,1,2017,4,1,1
 California,1,2015,0,0,1
 California,1,2009,3,1,0
 California,1,2009,3,1,1
 California,1,2009,3,1,1
 Massachusetts,1,2009,2,1,1
 California,1,2014,2,1,1
 California,1,2014,2,1,1
 California,1,2013,2,1,1
 California,1,2013,2,1,1
 United Kingdom,1,2013,6,0,1
 United Kingdom,1,2013,6,0,1
 California,1,2000,2,1,1
 California,1,2000,2,1,1
 India,1,2013,5,1,1
 India,1,2013,5,1,1
 India,1,2013,5,1,1
 India,1,2013,5,1,1
 California,1,2013,3,1,1
 California,1,2013,3,1,1
 Colorado,1,2015,3,1,1
 India,1,2009,3,1,0
 Nigeria,1,2015,2,0,1
 Nigeria,1,2015,2,0,1
 California,1,2016,3,0,1
 California,1,2016,3,0,1
 California,1,2016,3,0,1
 California,1,2013,2,0,1
 California,1,2013,2,0,1
 California,1,2013,2,0,1
 Arizona,1,2013,3,1,1
 Arizona,1,2013,3,1,1
 Arizona,1,2013,3,1,1
 Arizona,1,2013,3,1,1
 United Kingdom,1,2010,2,1,1
 California,1,2013,2,1,1
 California,1,2013,2,1,1
 California,1,2012,2,1,1
 California,1,2012,2,1,1
 California,1,2014,3,0,0
 California,1,2014,3,0,1
 France,1,2006,2,1,1
 California,1,2015,1,0,1
 California,1,2013,4,1,1
 California,1,2013,4,1,1
 California,1,2013,4,1,1
 Nevada,1,2013,3,0,1
 California,1,2011,3,0,1
 California,1,2011,3,0,1
 California,1,2011,3,0,1
 Massachusetts,1,2013,3,1,1
 California,1,2005,5,1,1
 California,1,2005,5,1,1
 California,1,2005,5,1,1
 United Kingdom,1,2012,3,1,1
 United Kingdom,1,2012,3,1,1
 United Kingdom,1,2012,3,1,1
 Georgia,1,2010,1,1,1
 New York,1,2014,2,0,1
 New York,1,2014,2,0,1
 Germany,1,2011,4,1,1
 Germany,1,2011,4,1,1
 Germany,1,2011,4,1,1
 Germany,1,2011,4,1,1
 California,1,2012,2,1,1
 California,1,2012,2,1,1
 New York,1,2015,1,0,1
 Israel,1,2010,2,1,1
 California,1,2012,2,0,1
 California,1,2012,2,0,1
 California,1,2013,1,1,1
 California,1,2012,7,1,1
 California,1,2012,7,1,1
 California,1,2012,7,1,1
 California,1,2012,7,1,1
 California,1,2012,7,1,1
 California,1,2012,7,1,1
 California,1,2012,7,1,1
 New York,1,2013,2,0,1
 New York,1,2013,2,0,1
 California,1,2012,1,1,1
 California,1,2014,2,1,1
 California,1,2014,2,1,1
 California,1,2011,3,1,1
 California,1,2011,3,1,1
 California,1,2016,0,0,0
 California,1,2016,0,0,1
 New York,1,2015,2,0,1
 New York,1,2015,2,0,1
 Israel,1,2012,1,1,0
 California,1,2007,3,1,1
 California,1,2007,3,1,1
 New York,1,2014,2,0,1
 California,1,2008,3,1,1
 California,1,2008,3,1,1
 California,1,2010,2,1,1
 California,1,2010,2,1,1
 Germany,1,2009,1,0,1
 Massachusetts,1,2008,1,1,0
 California,1,2010,3,1,1
 California,1,2010,3,1,1
 Minnesota,1,2016,1,0,1
 California,1,2011,2,1,1
 New York,1,2014,3,0,1
 New York,1,2014,3,0,1
 United Kingdom,1,2014,3,0,1
 California,1,2011,4,1,1
 California,1,2011,4,1,1
 California,1,2011,4,1,1
 California,1,2012,3,1,1
 California,1,2012,3,1,1
 California,1,2012,3,1,1
 California,1,2012,3,1,1
 California,1,2012,3,1,1
 California,1,2012,1,1,0
 Maryland,1,2016,3,0,1
 Maryland,1,2016,3,0,1
 Kenya,1,2013,3,0,1
 Kenya,1,2013,3,0,1
 California,1,2009,3,1,1
 California,1,2009,3,1,1
 California,1,2013,4,0,1
 California,1,2013,4,0,1
 California,1,2013,4,0,1
 California,1,2013,4,0,1
 New York,1,2013,2,1,1
 New York,1,2013,2,1,1
 Texas,1,2014,3,1,1
 Texas,1,2014,3,1,1
 New York,1,1917,1,1,1
 New York,1,2013,2,1,1
 California,1,2012,2,1,0
 Germany,1,2011,3,1,1
 California,1,2013,2,1,1
 California,1,2015,3,0,1
 California,1,2015,3,0,1
 Sweden,1,2013,3,0,1
 Sweden,1,2013,3,0,1
 Sweden,1,2013,3,0,1
 Sweden,1,2013,3,0,1
 California,1,2014,2,1,1
 California,1,2014,2,1,1
 California,1,2013,2,1,1
 New York,1,2013,4,0,1
 New York,1,2013,4,0,1
 New York,1,2013,4,0,1
 California,1,2015,2,0,1
 California,1,2015,2,0,1
 North America,1,2016,3,1,1
 New Zealand,1,2016,2,0,1
 California,1,2012,2,1,1
 California,1,2012,2,1,1
 California,1,2013,2,0,1
 California,1,2013,2,0,1
 California,1,2009,1,1,0
 United Kingdom,0,2013,3,1,1
 United Kingdom,0,2013,3,1,1
 United Kingdom,0,2013,3,1,1
 California,1,2006,1,0,1
 Vietnam,1,2014,3,1,1
 California,1,2017,2,0,1
 California,1,2017,2,0,1
 Washington,1,2013,2,0,1
 Washington,1,2013,2,0,1
 California,1,2008,2,1,1
 California,1,2008,2,1,1
 Florida,1,2012,2,1,1
 New York,1,2003,2,0,1
 Canada,1,2003,1,1,0
 California,1,2007,4,1,1
 California,1,2007,4,1,1
 California,1,2007,4,1,1
 California,1,2014,4,0,0
 Florida,1,2016,6,0,1
 Florida,1,2016,6,0,1
 Florida,1,2016,6,0,1
 Florida,1,2016,6,0,1
 Israel,1,2010,2,1,1
 California,0,2015,1,0,1
 Hong Kong,1,2013,5,0,1
 Hong Kong,1,2013,5,0,1
 Hong Kong,1,2013,5,0,1
 United Kingdom,1,2013,1,0,1
 New York,1,2013,1,0,1
 Canada,1,2015,3,0,1
 Canada,1,2015,3,0,1
 Israel,1,2007,2,1,1
 Israel,1,2007,2,1,1
 United Kingdom,1,1932,0,1,0
 New York,1,2007,2,1,1
 Russian Federation,1,2010,2,1,1
 California,1,2010,2,1,1
 California,1,2010,2,1,1
 Utah,1,2009,3,1,1
 Utah,1,2009,3,1,1
 Germany,1,2009,6,1,1
 Germany,1,2009,6,1,1
 Germany,1,2009,6,1,1
 Germany,1,2009,6,1,1
 New Zealand,1,2014,4,1,1
 New Zealand,1,2014,4,1,1
 New York,1,2015,2,1,1
 New York,1,2015,2,1,1
 California,1,2015,2,0,1
 California,1,2012,2,1,1
 Arizona,1,2003,1,1,1
 France,1,2015,4,0,0
 Pennsylvania,1,2012,2,1,1
 Pennsylvania,1,2012,2,1,1
 Israel,1,2015,2,0,1
 Israel,1,2015,2,0,1
 California,1,2004,3,1,1
 California,1,2004,3,1,1
 California,1,2004,3,1,1
 Israel,1,2014,2,1,1
 Israel,1,2014,2,1,1
 France,1,2009,6,1,1
 France,1,2009,6,1,1
 France,1,2009,6,1,1
 France,1,2009,6,1,1
 France,1,2009,6,1,1
 France,1,2009,6,1,1
 France,1,2009,6,1,1
 China,1,2004,1,1,1
 California,1,2013,3,1,1
 California,1,2013,3,1,1
 California,1,2013,3,1,1
 New York,1,2010,2,1,1
 New York,1,2010,2,1,1
 California,1,2009,3,1,1
 California,1,2009,3,1,1
 New York,1,2014,2,1,1
 New York,1,2014,2,1,1
 California,1,2007,2,1,1
 California,1,2013,2,1,1
 California,1,2011,2,1,1
 California,1,2015,3,1,1
 California,1,2015,3,1,1
 California,1,2015,3,1,1
 California,1,2010,2,0,1
 California,1,2010,2,0,1
 New York,1,2016,1,0,1
 California,1,2012,1,0,1
 United Arab Emirates,1,2010,1,1,1
 Virginia,1,2011,4,1,1
 Virginia,1,2011,4,1,1
 Virginia,1,2011,4,1,1
 Massachusetts,1,2012,1,1,1
 China,1,2006,1,1,1
 California,1,2003,1,0,1
 California,0,2003,1,0,1
 California,1,2009,3,1,1
 California,1,2009,3,1,1
 California,1,2011,2,0,1
 Mauritius,1,2014,1,1,1
 California,1,2014,2,1,1
 United Kingdom,1,2014,1,0,1
 California,1,2014,2,0,1
 California,1,2014,2,0,1
 California,1,2014,1,1,1
 India,1,2006,3,1,1
 India,1,2006,3,1,1
 New York,1,2014,6,1,1
 New York,1,2014,6,1,1
 New York,1,2014,6,1,1
 New York,1,2014,6,1,1
 New York,1,2014,6,1,1
 New York,1,2014,6,1,1
 Connecticut,1,2015,3,0,1
 Connecticut,1,2015,3,0,1
 Connecticut,1,2015,3,0,1
 Switzerland,1,2014,2,0,1
 Switzerland,1,2014,2,0,1
 California,1,2014,3,0,1
 California,1,2007,4,1,1
 California,1,2007,4,1,1
 California,1,2013,2,1,1
 California,1,2013,2,1,1
 California,1,2015,1,0,1
 California,1,2014,3,0,1
 California,1,2014,3,0,1
 California,1,2014,3,0,1
 California,1,2010,4,0,1
 California,1,2016,3,0,1
 California,1,2010,4,0,1
 California,1,2016,3,0,1
 California,1,2013,2,0,1
 California,1,2003,5,1,1
 China,1,2011,1,1,1
 New York,1,2014,1,0,1
 United Kingdom,1,2015,4,0,1
 Germany,1,2008,2,1,1
 Germany,1,2008,2,1,1
 California,1,2012,1,1,1
 Nigeria,1,2012,0,1,0
 California,1,2012,1,0,1
 California,1,2011,3,1,1
 California,1,2011,3,1,1
 California,1,2011,3,1,1
 California,1,2014,2,0,1
 Illinois,1,2010,2,1,1
 Illinois,1,2010,2,1,1
 India,1,2013,2,1,1
 India,1,2013,2,1,1
 New York,1,2010,5,1,1
 New York,1,2010,5,1,1
 New York,1,2010,5,1,1
